Gene	Paralogs
ARHGEF10L	ARHGEF10
ARHGEF15	ARHGEF16,ARHGEF35
ARHGEF16	ARHGEF15,ARHGEF35
ARHGEF18	AC008878.3
ARHGEF19	NGEF
ARHGEF35	ARHGEF15,ARHGEF16
ARHGEF37	DNMBP
ARHGEF9	AL359736.1,SPATA13
ARL17A	ARL17B
ARL17B	ARL17A
ARL2	ARL2-SNX15
ARL2-SNX15	ARL2
ARL6IP1	AC138811.2
ARL6IP5	PRAF2
ARPC1A	AC004922.1
ARPC4-TTLL3	TTLL3
ARPIN	C15orf38-AP3S2
ARR3	ARRB1,ARRB2
ARRB1	ARR3,ARRB2
ARRB2	ARR3,ARRB1
ART1	ART4
ART3	ART5
ART4	ART1
ART5	ART3
ARTN	PSPN
ASAH1	NAAA
ASAH2	ASAH2B
ASAH2B	ASAH2
ASB1	ANKRD16
ASB12	ANKRD29
ASB3	GPR75-ASB3
ASF1A	ASF1B
ASF1B	ASF1A
ASIP	AGRP
ASL	AC068533.4,FH
ASPA	ACY3
ASTN1	ASTN2
ASTN2	ASTN1
ASXL1	ASXL2,ASXL3
ASXL2	ASXL1,ASXL3
ASXL3	ASXL1,ASXL2
ASZ1	ANKRD34C
ATAD2	ATAD2B
ATAD2B	ATAD2
ATAD5	CRLF3
ATF4	ATF5
ATF5	ATF4
ATF7	AC023509.3
ATF7IP	ATF7IP2
ATF7IP2	ATF7IP
ATG16L1	ATG16L2
ATG16L2	ATG16L1
ATG2A	ATG2B
ATG2B	ATG2A
ATG4A	ATG4B,ATG4C
ATG4B	ATG4A,ATG4C
ATG4C	ATG4A,ATG4B
ATG9A	AC068946.2,ATG9B
ATG9B	AC068946.2,ATG9A
ATN1	RERE
ATP1A3	AC010616.2
ATP1B1	ATP1B4
ATP1B2	ATP4B
ATP1B4	ATP1B1
ATP4B	ATP1B2
ATP5MC1	ATP5MC3
ATP5MC3	ATP5MC1
ATP5MF-PTCD1	OGFOD2,PTCD1
ATP5MG	ATP5MGL
ATP5MGL	ATP5MG
ATP5PO	AP000311.1
ATP6V0A1	ATP6V0A4,TCIRG1
ATP6V0A4	ATP6V0A1,TCIRG1
ATP6V0D1	ATP6V0D2
ATP6V0D2	ATP6V0D1
ATP6V1C1	ATP6V1C2
ATP6V1C2	ATP6V1C1
ATP6V1E1	ATP6V1E2
ATP6V1E2	ATP6V1E1
ATP6V1G2	ATP6V1G2-DDX39B
ATP6V1G2-DDX39B	ATP6V1G2
ATXN1	ATXN1L
ATXN1L	ATXN1
ATXN3	ATXN3L
ATXN3L	ATXN3
ATXN7	ATXN7
AVP	OXT
AVPR1B	OXTR
AWAT1	AWAT2,DGAT2L6
AWAT2	AWAT1,DGAT2L6
AZGP1	HFE,MICA,MICB
AZI2	TBKBP1
AZIN2	ODC1
AZU1	KLK13,KLK6
B4GALNT1	B4GALNT2
B4GALNT2	B4GALNT1
B4GALNT3	B4GALNT4,CHPF
B4GALNT4	B4GALNT3,CHPF
BABAM1	AC010463.1
BAIAP2	BAIAP2L2
BAIAP2L2	BAIAP2
BAIAP3	UNC13D
BAK1	BCL2A1,BOK
BAMBI	CATIP
BANK1	PIK3AP1
BBOF1	CCDC166
BBOX1	TMLHE
BBS1	AP002748.4
BBS5	AC093899.2
BCAP29	BCAP31
BCAP31	BCAP29
BCAR1	NEDD9
BCAS4	BLOC1S4
BCAT1	BCAT2
BCAT2	BCAT1
BCDIN3D	MEPCE
BCKDHA	AC011462.1,PDHA1,PDHA2
BCKDK	PDK3
BCL2	BCL2L1,BCL2L2
BCL2A1	BAK1,BOK
BCL2L1	BCL2,BCL2L2
BCL2L12	BCL2L14
BCL2L14	BCL2L12
BCL2L2	BCL2,BCL2L1
BCL2L2-PABPN1	PABPN1
BCL7A	BCL7B,BCL7C
BCL7B	BCL7A,BCL7C
BCL7C	BCL7A,BCL7B
BCL9	BCL9L
BCL9L	BCL9
BCLAF1	BCLAF3
BCLAF3	BCLAF1
BCO1	RPE65
BCOR	BCORL1
BCORL1	BCOR
BCR	ABR
BDKRB1	AGTR1,AGTR2
BDNF	NTF3,NTF4
BECN1	BECN2
BECN2	BECN1
BEX1	BEX2,BEX3,BEX5
BEX2	BEX1,BEX3,BEX5
BEX3	BEX1,BEX2,BEX5
BEX5	BEX1,BEX2,BEX3
BHMT	BHMT2
BHMT2	BHMT
BIN1	BIN3
BIN2	AMPH
BIN3	BIN1
BIRC2	BIRC3
BIRC3	BIRC2
BIRC8	XIAP
BIVM	BIVM-ERCC5,ERCC5
BIVM-ERCC5	BIVM,ERCC5
BLOC1S1	BLOC1S1-RDH5
BLOC1S1-RDH5	BLOC1S1
BLOC1S4	BCAS4
BLOC1S5	BLOC1S5-TXNDC5
BLOC1S5-TXNDC5	BLOC1S5
BMI1	COMMD3-BMI1
BMP8A	BMP8B
BMP8B	BMP8A
BMS1	TSR1
BNC1	BNC2
BNC2	BNC1
BNIP3	BNIP3L
BNIP3L	BNIP3
BOD1	BOD1L2
BOD1L2	BOD1
BOK	BAK1,BCL2A1
BOLA2	BOLA2B
BOLA2B	BOLA2
BOLL	DAZ1,DAZ2,DAZ3,DAZ4,DAZL
BORCS7	BORCS7-ASMT
BORCS7-ASMT	BORCS7
BORCS8-MEF2B	MEF2B
BPGM	PGAM2
BPI	BPIFC,LBP
BPIFA1	BPIFA2,BPIFA3,BPIFB1
BPIFA2	BPIFA1,BPIFA3,BPIFB1
BPIFA3	BPIFA1,BPIFA2,BPIFB1
BPIFB1	BPIFA1,BPIFA2,BPIFA3
BPIFB2	CETP,PLTP
BPIFB3	BPIFB4,BPIFB6
BPIFB4	BPIFB3,BPIFB6
BPIFB6	BPIFB3,BPIFB4
BPIFC	BPI,LBP
BPY2	BPY2B,BPY2C
BPY2B	BPY2,BPY2C
BPY2C	BPY2,BPY2B
BRD2	BRD3
BRD3	BRD2
BRD4	BRDT
BRD9	YBEY
BRDT	BRD4
BRICD5	GKN1,GKN2,GKN3P
BRIP1	RTEL1,RTEL1-TNFRSF6B
BRS3	GRPR,NMBR
BRWD3	PHIP
BSN	PCLO
BST1	CD38
BTBD10	KCTD20
BTBD8	PRR36
BTD	VNN1,VNN2,VNN3
BTG1	BTG2
BTG2	BTG1
BTG3	BTG4
BTG4	BTG3
BTN3A2	BTN3A3
BTN3A3	BTN3A2
BTNL3	BTNL8
BTNL8	BTNL3
BUB1B-PAK6	PAK6
BVES	POPDC2,POPDC3
BX072566.1	AC136352.2,POTEB,POTEB2,POTEB3,POTEC,POTED,POTEE,POTEF,POTEG,POTEH,POTEI,POTEJ,POTEM
BX276092.9	CXorf49,CXorf49B
BZW1	BZW2
BZW2	BZW1
C10orf90	ALMS1,CEP295,CEP295NL
C11orf24	MANSC1,MANSC4
C11orf98	AP001458.2
C12orf50	ZC3H11A
C14orf178	GSDMB,GSDMD,PJVK
C15orf38-AP3S2	ARPIN
C15orf65	C9orf116
C16orf70	TBC1D32
C16orf95	AC010531.1
C17orf113	AL033529.1,ZBTB8B
C17orf49	RNASEK-C17orf49
C17orf99	MILR1,PECAM1
C19orf33	AC011479.1
C1GALT1C1	C1GALT1C1L
C1GALT1C1L	C1GALT1C1
C1QTNF3	C1QTNF3-AMACR
C1QTNF3-AMACR	C1QTNF3
C1QTNF9	C1QTNF9B
C1QTNF9B	C1QTNF9
C1orf194	DIRC2,SLC49A3
C1orf226	AL512785.2,NOS1AP
C20orf141	AL035460.1
C20orf85	C2orf50
C22orf42	DRICH1
C2CD2	C2CD2L
C2CD2L	C2CD2
C2CD4A	C2CD4B
C2CD4B	C2CD4A
C2orf50	C20orf85
C2orf81	AC005041.1
C2orf83	SLC19A1,SLC19A2
C3AR1	C5AR1,GPR33
C3orf20	ERICH6,ERICH6B
C3orf30	AC083800.1,EFCAB10
C3orf56	PRR23A,PRR23B,PRR23C,PRR23D1,PRR23D2
C3orf58	CXorf36
C4A	C4B
C4A-AS1	C4B-AS1
C4B	C4A
C4B-AS1	C4A-AS1
C4orf36	AC093827.5
C5AR1	C3AR1,GPR33
C5AR2	FPR1,FPR2,FPR3,GPR32
C7orf55-LUC7L2	LUC7L,LUC7L2
C8orf58	AC037459.1
C8orf74	CCDC189
C8orf76	ZHX1-C8orf76
C9orf116	C15orf65
C9orf129	FAM120A,FAM120B,FAM120C
CAB39	CAB39L
CAB39L	CAB39
CABLES1	CABLES2
CABLES2	CABLES1
CACNB1	CACNB2
CACNB2	CACNB1
CACNB3	AC068547.1,CACNB4
CACNB4	AC068547.1,CACNB3
CACNG1	CACNG6
CACNG2	CACNG3
CACNG3	CACNG2
CACNG4	CACNG8
CACNG5	CACNG7
CACNG6	CACNG1
CACNG7	CACNG5
CACNG8	CACNG4
CACTIN	PQBP1
CALB1	CALB2
CALB2	CALB1
CALCOCO2	TAX1BP1
CALD1	LSP1
CALHM1	CALHM3
CALHM2	CALHM4
CALHM3	CALHM1
CALHM4	CALHM2
CALHM5	CALHM6
CALHM6	CALHM5
CALM1	CALM2,CALM3
CALM2	CALM1,CALM3
CALM3	CALM1,CALM2
CALR	CALR3
CALR3	CALR
CALY	NSG1,NSG2
CAMK2A	CAMK2D
CAMK2D	CAMK2A
CAMK2N1	CAMK2N2
CAMK2N2	CAMK2N1
CAMSAP2	CAMSAP3
CAMSAP3	CAMSAP2
CAND1	CAND2
CAND2	CAND1
CANX	CLGN
CAP1	CAP2
CAP2	CAP1
CAPRIN1	CAPRIN2
CAPRIN2	CAPRIN1
CAPZA1	CAPZA2
CAPZA2	CAPZA1
CARD16	CARD17,CASP1
CARD17	CARD16,CASP1
CARHSP1	CSDC2
CARNS1	HAO1,HAO2
CARS	CARS2
CARS2	CARS
CASC4	GOLM1
CASP1	CARD16,CARD17
CASP3	CASP7
CASP4	CASP5
CASP5	CASP4
CASP7	CASP3
CASQ1	CASQ2
CASQ2	CASQ1
CASS4	EFS
CASTOR1	CASTOR2,CASTOR3
CASTOR2	CASTOR1,CASTOR3
CASTOR3	CASTOR1,CASTOR2
CATIP	BAMBI
CAV1	CAV3
CAV3	CAV1
CAVIN1	CAVIN4
CAVIN2	CAVIN3
CAVIN3	CAVIN2
CAVIN4	CAVIN1
CBFA2T3	RUNX1T1
CBLL1	CBLL2
CBLL2	CBLL1
CBS	CBSL
CBSL	CBS
CBWD1	CBWD2
CBWD2	CBWD1
CBWD3	CBWD5,CBWD6
CBWD5	CBWD3,CBWD6
CBWD6	CBWD3,CBWD5
CBX6	NPTXR
CBY1	CBY3,CCDC70,SPERT
CBY3	CBY1,CCDC70,SPERT
CC2D1A	CC2D1B
CC2D1B	CC2D1A
CCAR1	CCAR2
CCAR2	CCAR1
CCDC103	FAM187A
CCDC112	CCDC148
CCDC114	CCDC151,CCDC63,TMEM141
CCDC120	INAVA
CCDC126	MGAT5B
CCDC13	AC006059.2
CCDC130	YJU2
CCDC144A	AC098850.3,CCDC144NL
CCDC144NL	AC098850.3,CCDC144A
CCDC146	CFAP58
CCDC148	CCDC112
CCDC151	CCDC114,CCDC63,TMEM141
CCDC166	BBOF1
CCDC169-SOHLH2	SOHLH2
CCDC18	CEP63,DEUP1
CCDC180	STRA6
CCDC188	SMCO2,TMCO5A
CCDC189	C8orf74
CCDC191	SFI1
CCDC27	FHAD1
CCDC28A	CCDC28B
CCDC28B	CCDC28A
CCDC38	CCDC42,CFAP100,CFAP73
CCDC39	CCDC39
CCDC42	CCDC38,CFAP100,CFAP73
CCDC57	CCHCR1,CIP2A
CCDC61	SPTY2D1
CCDC63	CCDC114,CCDC151,TMEM141
CCDC65	DRC1
CCDC68	GCOM1,MYZAP,POLR2M
CCDC69	MTUS2
CCDC70	CBY1,CBY3,SPERT
CCDC71	CCDC71L
CCDC71L	CCDC71
CCDC74A	CCDC74B
CCDC74B	CCDC74A
CCDC8	MOAP1,PNMA1,PNMA5,PNMA8A,PNMA8B,PNMA8C
CCDC9	CCDC9B
CCDC9B	CCDC9
CCHCR1	CCDC57,CIP2A
CCKAR	CCKBR
CCKBR	CCKAR
CCL1	CCL16,CCL24,CCL26
CCL11	CCL13,CCL2,CCL7,CCL8
CCL13	CCL11,CCL2,CCL7,CCL8
CCL14	CCL15,CCL15-CCL14,CCL18,CCL23,CCL3,CCL3L1
CCL15	CCL14,CCL15-CCL14,CCL18,CCL23,CCL3,CCL3L1
CCL15-CCL14	CCL14,CCL15,CCL18,CCL23,CCL3,CCL3L1
CCL16	CCL1,CCL24,CCL26
CCL17	CCL20,CCL22,CX3CL1,XCL1,XCL2
CCL18	CCL14,CCL15,CCL15-CCL14,CCL23,CCL3,CCL3L1
CCL19	CCL21,CCL25
CCL2	CCL11,CCL13,CCL7,CCL8
CCL20	CCL17,CCL22,CX3CL1,XCL1,XCL2
CCL21	CCL19,CCL25
CCL22	CCL17,CCL20,CX3CL1,XCL1,XCL2
CCL23	CCL14,CCL15,CCL15-CCL14,CCL18,CCL3,CCL3L1
CCL24	CCL1,CCL16,CCL26
CCL25	CCL19,CCL21
CCL26	CCL1,CCL16,CCL24
CCL27	CCL28
CCL28	CCL27
CCL3	CCL14,CCL15,CCL15-CCL14,CCL18,CCL23,CCL3L1
CCL3L1	CCL14,CCL15,CCL15-CCL14,CCL18,CCL23,CCL3
CCL4	CCL4L2,CCL5
CCL4L2	CCL4,CCL5
CCL5	CCL4,CCL4L2
CCL7	CCL11,CCL13,CCL2,CCL8
CCL8	CCL11,CCL13,CCL2,CCL7
CCM2	CCM2L
CCM2L	CCM2
CCND2	AC008012.1
CCR1	ACKR2,CCR3,CCRL2
CCR10	CCR6,CCR7,CXCR6
CCR2	CCR5
CCR3	ACKR2,CCR1,CCRL2
CCR4	CCR8,CX3CR1
CCR5	CCR2
CCR6	CCR10,CCR7,CXCR6
CCR7	CCR10,CCR6,CXCR6
CCR8	CCR4,CX3CR1
CCR9	ACKR4
CCRL2	ACKR2,CCR1,CCR3
CCSER1	CCSER2
CCSER2	CCSER1
CCZ1	CCZ1B
CCZ1B	CCZ1
CD164	CD164L2,TMEM123
CD164L2	CD164,TMEM123
CD177	LYPD4,TEX101
CD1A	CD1C
CD1B	CD1D,CD1E
CD1C	CD1A
CD1D	CD1B,CD1E
CD1E	CD1B,CD1D
CD2	LY9,SLAMF7,SLAMF9
CD200R1	CD200R1L
CD200R1L	CD200R1
CD244	CD48,SLAMF1,SLAMF8
CD28	CTLA4
CD33	SIGLEC12,SIGLEC6,SIGLEC7,SIGLEC8,SIGLEC9
CD36	SCARB2
CD38	BST1
CD3D	CD3E,CD3G
CD3E	CD3D,CD3G
CD3G	CD3D,CD3E
CD40LG	FASLG,LTB
CD44	LYVE1
CD48	CD244,SLAMF1,SLAMF8
CD59	AL049629.2
CD68	LAMP5
CD79A	CD79B
CD79B	CD79A
CD84	SLAMF6
CD8B	CD8B2
CD8B2	CD8B
CD99	CD99L2
CD99L2	CD99
CDADC1	DCTD
CDC14B	CDC14C
CDC14C	CDC14B
CDC16	ANAPC7
CDC20B	FZR1
CDC23	CDC27
CDC27	CDC23
CDC37	CDC37L1
CDC37L1	CDC37
CDC40	WDR25,WDR87
CDC42	AL031281.2
CDC42BPB	CDC42BPG
CDC42BPG	CDC42BPB
CDC6	ORC1
CDCA2	MKI67
CDCA4	SERTAD2
CDH10	CDH12
CDH11	CDH8
CDH12	CDH10
CDH8	CDH11
CDIPT	TMEM269
CDK1	CDK3
CDK11A	CDK11B
CDK11B	CDK11A
CDK3	CDK1
CDK5R1	CDK5R2
CDK5R2	CDK5R1
CDK5RAP2	PDE4DIP
CDNF	MANF
CDR2	CDR2L
CDR2L	CDR2
CDRT1	AC005324.3,FBXW10
CDRT15	CDRT15L2
CDRT15L2	CDRT15
CDY1	CDY1B,CDY2A,CDY2B,CDYL
CDY1B	CDY1,CDY2A,CDY2B,CDYL
CDY2A	CDY1,CDY1B,CDY2B,CDYL
CDY2B	CDY1,CDY1B,CDY2A,CDYL
CDYL	CDY1,CDY1B,CDY2A,CDY2B
CEACAM1	AC243967.1,CEACAM3,CEACAM5,CEACAM6,CEACAM7,CEACAM8,PSG1,PSG11,PSG2,PSG3,PSG4,PSG5,PSG6,PSG7,PSG8,PSG9
CEACAM16	CEACAM18
CEACAM18	CEACAM16
CEACAM19	CEACAM20,CEACAM21,CEACAM4
CEACAM20	CEACAM19,CEACAM21,CEACAM4
CEACAM21	CEACAM19,CEACAM20,CEACAM4
CEACAM3	AC243967.1,CEACAM1,CEACAM5,CEACAM6,CEACAM7,CEACAM8,PSG1,PSG11,PSG2,PSG3,PSG4,PSG5,PSG6,PSG7,PSG8,PSG9
CEACAM4	CEACAM19,CEACAM20,CEACAM21
CEACAM5	AC243967.1,CEACAM1,CEACAM3,CEACAM6,CEACAM7,CEACAM8,PSG1,PSG11,PSG2,PSG3,PSG4,PSG5,PSG6,PSG7,PSG8,PSG9
CEACAM6	AC243967.1,CEACAM1,CEACAM3,CEACAM5,CEACAM7,CEACAM8,PSG1,PSG11,PSG2,PSG3,PSG4,PSG5,PSG6,PSG7,PSG8,PSG9
CEACAM7	AC243967.1,CEACAM1,CEACAM3,CEACAM5,CEACAM6,CEACAM8,PSG1,PSG11,PSG2,PSG3,PSG4,PSG5,PSG6,PSG7,PSG8,PSG9
CEACAM8	AC243967.1,CEACAM1,CEACAM3,CEACAM5,CEACAM6,CEACAM7,PSG1,PSG11,PSG2,PSG3,PSG4,PSG5,PSG6,PSG7,PSG8,PSG9
CELA2A	CELA2B
CELA2B	CELA2A
CELA3A	CELA3B
CELA3B	CELA3A
CELF5	AC009690.3,CELF6
CELF6	AC009690.3,CELF5
CEMIP	CEMIP2
CEMIP2	CEMIP
CENPA	AC106774.4,H3.Y,H3F3C
CENPJ	TCP10,TCP10L,TCP10L2
CENPS	CENPS-CORT
CENPS-CORT	CENPS
CENPV	CENPVL1,CENPVL2,CENPVL3
CENPVL1	CENPV,CENPVL2,CENPVL3
CENPVL2	CENPV,CENPVL1,CENPVL3
CENPVL3	CENPV,CENPVL1,CENPVL2
CEP152	SHC1,SHC4
CEP164	GOLGA3
CEP295	ALMS1,C10orf90,CEP295NL
CEP295NL	ALMS1,C10orf90,CEP295
CEP57	CEP57L1
CEP57L1	CEP57
CEP63	CCDC18,DEUP1
CEP68	AKAP6
CEP72	LRRC36
CEP83	LRRC45
CEP85	CEP85L
CEP85L	CEP85
CEPT1	CHPT1
CER1	DAND5
CERCAM	COLGALT2
CERS1	GDF1
CERS5	CERS6
CERS6	CERS5
CETP	BPIFB2,PLTP
CFAP100	CCDC38,CCDC42,CFAP73
CFAP206	AL049697.1
CFAP298	AP000275.2
CFAP58	CCDC146
CFAP73	CCDC38,CCDC42,CFAP100
CFB	AL645922.1
CFC1	CFC1B
CFC1B	CFC1
CFH	CFHR3
CFHR1	CFHR2
CFHR2	CFHR1
CFHR3	CFH
CFHR4	CFHR5
CFHR5	CFHR4
CFI	AC126283.2
CFL1	DSTN
CGAS	MAB21L3
CGB1	AC008687.1,CGB2,CGB3,CGB5,CGB7,CGB8,LHB
CGB2	AC008687.1,CGB1,CGB3,CGB5,CGB7,CGB8,LHB
CGB3	AC008687.1,CGB1,CGB2,CGB5,CGB7,CGB8,LHB
CGB5	AC008687.1,CGB1,CGB2,CGB3,CGB7,CGB8,LHB
CGB7	AC008687.1,CGB1,CGB2,CGB3,CGB5,CGB8,LHB
CGB8	AC008687.1,CGB1,CGB2,CGB3,CGB5,CGB7,LHB
CGN	CGNL1
CGNL1	CGN
CGREF1	MCFD2
CHAC1	CHAC2
CHAC2	CHAC1
CHAD	CHADL
CHADL	CHAD
CHAT	CROT
CHCHD3	CHCHD6
CHCHD6	CHCHD3
CHD2	AC013394.1
CHD4	AC006064.6
CHD7	CHD8
CHD8	CHD7
CHGA	CHGB
CHGB	CHGA
CHIC1	CHIC2
CHIC2	CHIC1
CHKA	CHKB,CHKB-CPT1B
CHKB	CHKA,CHKB-CPT1B
CHKB-CPT1B	CHKA,CHKB
CHM	CHML
CHML	CHM
CHMP1A	CHMP1B
CHMP1B	CHMP1A
CHMP2A	CHMP2B
CHMP2B	CHMP2A
CHMP3	RNF103-CHMP3
CHN1	AC004593.3,CHN2
CHN2	AC004593.3,CHN1
CHODL	LAYN
CHPF	B4GALNT3,B4GALNT4
CHPT1	CEPT1
CHRFAM7A	CHRNA7
CHRNA7	CHRFAM7A
CHST5	CHST6
CHST6	CHST5
CHSY1	CHSY3
CHSY3	CHSY1
CHUK	IKBKB
CHURC1-FNTB	FNTB
CIAO2A	CIAO2B
CIAO2B	CIAO2A
CIAO3	NDUFS1
CIDEA	CIDEB,CIDEC
CIDEB	CIDEA,CIDEC
CIDEC	CIDEA,CIDEB
CILP	CILP2
CILP2	CILP
CIP2A	CCDC57,CCHCR1
CIRBP	RBM3
CITED1	CITED2,CITED4
CITED2	CITED1,CITED4
CITED4	CITED1,CITED2
CKAP2	CKAP2L
CKAP2L	CKAP2
CKLF-CMTM1	CMTM1
CKMT1A	CKMT1B,CKMT2
CKMT1B	CKMT1A,CKMT2
CKMT2	CKMT1A,CKMT1B
CKS1B	CKS2
CKS2	CKS1B
CLASRP	SFSWAP
CLBA1	AFTPH
CLCF1	CTF1
CLCN3	CLCN5
CLCN5	CLCN3
CLCNKA	CLCNKB
CLCNKB	CLCNKA
CLDN11	AC026316.5
CLDN22	CLDN24
CLDN24	CLDN22
CLDN7	AC003688.1
CLDND2	LIM2,NKG7
CLEC11A	CLEC3A
CLEC18A	CLEC18B,CLEC18C
CLEC18B	CLEC18A,CLEC18C
CLEC18C	CLEC18A,CLEC18B
CLEC3A	CLEC11A
CLGN	CANX
CLHC1	CLTCL1
CLN3	AC138894.1
CLN5	AC001226.2
CLN8	FAM57B,KBTBD11-OT1
CLP1	NOL9
CLPTM1	CLPTM1L
CLPTM1L	CLPTM1
CLRN1	CLRN2,CLRN3
CLRN2	CLRN1,CLRN3
CLRN3	CLRN1,CLRN2
CLSTN1	CLSTN3
CLSTN3	CLSTN1
CLTCL1	CLHC1
CLTRN	AC097625.1
CLU	CLUL1
CLUL1	CLU
CMA1	CTSG
CMPK2	DTYMK
CMTM1	CKLF-CMTM1
CNBP	ZCCHC13
CNGB1	CNGB3
CNGB3	CNGB1
CNIH1	CNIH3
CNIH3	CNIH1
CNIH4	PPCS
CNKSR3	IPCEF1
CNMD	TNMD
CNOT7	CNOT8
CNOT8	CNOT7
CNPY2	AC073896.1
CNPY3	CNPY4
CNPY4	CNPY3
CNR2	GPR119
CNTNAP3	CNTNAP3B,CNTNAP3C
CNTNAP3B	CNTNAP3,CNTNAP3C
CNTNAP3C	CNTNAP3,CNTNAP3B
COBL	COBLL1
COBLL1	COBL
COG4	DNAJC28
COG8	AC026464.3,AC026464.6
COL10A1	COL8A2
COL13A1	COL7A1
COL4A4	COL4A6
COL4A6	COL4A4
COL7A1	COL13A1
COL8A2	COL10A1
COLEC12	MARCO
COLGALT2	CERCAM
COMMD3-BMI1	BMI1
COMMD7	FO393400.1
COPG1	COPG2
COPG2	COPG1
COPS2	PSMD11
COPS3	PSMD3
COPS4	PSMD12
COPS6	EIF3F
COPZ1	COPZ2
COPZ2	COPZ1
COQ2	COX10
CORO7	CORO7-PAM16
CORO7-PAM16	CORO7
COX10	COQ2
COX15	AL133353.2
COX18	OXA1L
COX4I1	COX4I2
COX4I2	COX4I1
COX7B	COX7B2
COX7B2	COX7B
COX8A	COX8C
COX8C	COX8A
CPEB1	AC245033.1
CPHXL	AC025287.4
CPLX1	CPLX2
CPLX2	CPLX1
CPLX3	CPLX4
CPLX4	CPLX3
CPOX	AC021660.3
CPSF1	DDB1
CPSF6	CPSF7
CPSF7	CPSF6
CPT1A	CPT1B
CPT1B	CPT1A
CPT1C	CPT2
CPT2	CPT1C
CRACR2A	CRACR2B
CRACR2B	CRACR2A
CRAMP1	AL031708.1
CRB3	SCARF1,SCARF2
CREG1	CREG2
CREG2	CREG1
CRH	UCN
CRHR1	LINC02210-CRHR1
CRIP1	AL928654.3
CRK	CRKL
CRKL	CRK
CRLF3	ATAD5
CRMP1	DPYSL3
CROT	CHAT
CRP	APCS
CRTAP	P3H4
CRTC1	CRTC2
CRTC2	CRTC1
CRYAA	CRYAA2
CRYAA2	CRYAA
CRYGB	CRYGC
CRYGC	CRYGB
CSAG1	CSAG2,CSAG3
CSAG2	CSAG1,CSAG3
CSAG3	CSAG1,CSAG2
CSDC2	CARHSP1
CSGALNACT1	CSGALNACT2
CSGALNACT2	CSGALNACT1
CSH1	AC127029.3,CSH2,CSHL1,GH1,GH2
CSH2	AC127029.3,CSH1,CSHL1,GH1,GH2
CSHL1	AC127029.3,CSH1,CSH2,GH1,GH2
CSNK1D	CSNK1E,TPTEP2-CSNK1E
CSNK1E	CSNK1D,TPTEP2-CSNK1E
CSNK2A1	CSNK2A2,CSNK2A3
CSNK2A2	CSNK2A1,CSNK2A3
CSNK2A3	CSNK2A1,CSNK2A2
CSPG4P1Y	CSPG4P2Y
CSPG4P2Y	CSPG4P1Y
CSRNP1	CSRNP3
CSRNP3	CSRNP1
CST1	CST2,CST4
CST2	CST1,CST4
CST4	CST1,CST2
CT45A1	CT45A10,CT45A2,CT45A3,CT45A5,CT45A6,CT45A7,CT45A8,CT45A9,INTS6,INTS6L,SAGE1
CT45A10	CT45A1,CT45A2,CT45A3,CT45A5,CT45A6,CT45A7,CT45A8,CT45A9,INTS6,INTS6L,SAGE1
CT45A2	CT45A1,CT45A10,CT45A3,CT45A5,CT45A6,CT45A7,CT45A8,CT45A9,INTS6,INTS6L,SAGE1
CT45A3	CT45A1,CT45A10,CT45A2,CT45A5,CT45A6,CT45A7,CT45A8,CT45A9,INTS6,INTS6L,SAGE1
CT45A5	CT45A1,CT45A10,CT45A2,CT45A3,CT45A6,CT45A7,CT45A8,CT45A9,INTS6,INTS6L,SAGE1
CT45A6	CT45A1,CT45A10,CT45A2,CT45A3,CT45A5,CT45A7,CT45A8,CT45A9,INTS6,INTS6L,SAGE1
CT45A7	CT45A1,CT45A10,CT45A2,CT45A3,CT45A5,CT45A6,CT45A8,CT45A9,INTS6,INTS6L,SAGE1
CT45A8	CT45A1,CT45A10,CT45A2,CT45A3,CT45A5,CT45A6,CT45A7,CT45A9,INTS6,INTS6L,SAGE1
CT45A9	CT45A1,CT45A10,CT45A2,CT45A3,CT45A5,CT45A6,CT45A7,CT45A8,INTS6,INTS6L,SAGE1
CT47A1	AL772284.2,CT47A10,CT47A11,CT47A12,CT47A2,CT47A3,CT47A4,CT47A5,CT47A6,CT47A7,CT47A8,CT47A9,CT47B1
CT47A10	AL772284.2,CT47A1,CT47A11,CT47A12,CT47A2,CT47A3,CT47A4,CT47A5,CT47A6,CT47A7,CT47A8,CT47A9,CT47B1
CT47A11	AL772284.2,CT47A1,CT47A10,CT47A12,CT47A2,CT47A3,CT47A4,CT47A5,CT47A6,CT47A7,CT47A8,CT47A9,CT47B1
CT47A12	AL772284.2,CT47A1,CT47A10,CT47A11,CT47A2,CT47A3,CT47A4,CT47A5,CT47A6,CT47A7,CT47A8,CT47A9,CT47B1
CT47A2	AL772284.2,CT47A1,CT47A10,CT47A11,CT47A12,CT47A3,CT47A4,CT47A5,CT47A6,CT47A7,CT47A8,CT47A9,CT47B1
CT47A3	AL772284.2,CT47A1,CT47A10,CT47A11,CT47A12,CT47A2,CT47A4,CT47A5,CT47A6,CT47A7,CT47A8,CT47A9,CT47B1
CT47A4	AL772284.2,CT47A1,CT47A10,CT47A11,CT47A12,CT47A2,CT47A3,CT47A5,CT47A6,CT47A7,CT47A8,CT47A9,CT47B1
CT47A5	AL772284.2,CT47A1,CT47A10,CT47A11,CT47A12,CT47A2,CT47A3,CT47A4,CT47A6,CT47A7,CT47A8,CT47A9,CT47B1
